subject,predicate,object
Headache,may_be_finding_of_disease,Inverting papilloma of the nasal cavity
Headache,may_be_finding_of_disease,Undifferentiated carcinoma of nasopharynx
Headache,may_be_finding_of_disease,Adult Oligodendroglioma
Headache,may_be_finding_of_disease,Nasopharyngeal cancer recurrent
Headache,may_be_finding_of_disease,Adult Glioblastoma
Headache,may_be_finding_of_disease,Adult Medulloblastoma
Headache,may_be_finding_of_disease,Childhood Supratentorial Ependymoma
Headache,may_be_finding_of_disease,childhood infratentorial ependymoma
Headache,may_be_finding_of_disease,Childhood Medulloblastoma
Headache,may_be_finding_of_disease,gliosarcoma
Headache,may_be_finding_of_disease,Central Neurocytoma
Headache,may_be_finding_of_disease,Subependymal Glioma
Headache,may_be_finding_of_disease,Medullomyoblastoma
Headache,may_be_finding_of_disease,Subependymal Giant Cell Astrocytoma
Headache,may_be_finding_of_disease,Choroid Plexus Papilloma
Headache,may_be_finding_of_disease,Choroid Plexus Neoplasms
Headache,may_be_finding_of_disease,Medulloblastoma
Headache,may_be_finding_of_disease,Glioblastoma
Headache,answer_to,Chief complaint per dispatch:Find:Pt:^Patient:Nom:Reported.dispatch
Headache,answer_to,Things occurring with episode of change in speech:Find:Pt:^Patient:Nom:PhenX
Headache,answer_to,Things occurring with loss of vision:Find:Pt:^Patient:Nom:PhenX
Headache,answer_to,Things occurring with paralysis or weakness:Find:Pt:^Patient:Nom:PhenX
Headache,answer_to,Things experienced during the daytime due to difficulties falling asleep or staying asleep at night:Find:Pt:^Patient:Nom:PhenX
Headache,answer_to,"Things occurring with dizziness, loss of balance or spinning sensation:Find:Pt:^Patient:Nom:PhenX"
Headache,answer_to,Things occurring with double vision:Find:Pt:^Patient:Nom:PhenX
Headache,answer_to,Things occurring with tingling and loss of sensation:Find:Pt:^Patient:Nom:PhenX
Headache,answer_to,"Problem when you stopped, cut down, or went without drugs after using drugs steadily:Find:Pt:^Patient:Nom:SSAGA II"
Headache,answer_to,Problem after cutting down or going without drinking:Find:Pt:^Patient:Nom:SSAGA II
Headache,answer_to,Other physical health problems from drinking:Find:Pt:^Patient:Nom:SSAGA II
Headache,answer_to,Which of these problems occurred together:Find:Pt:^Patient:Nom:SSAGA II
Headache,may_be_treated_by,QUERCETIN CAP/TAB
Headache,may_be_treated_by,doxylamine succinate 25 MG Oral Tablet
Headache,may_be_treated_by,Naproxen sodium 275 MG Oral Tablet
Headache,may_be_treated_by,Naproxen sodium 550 MG Oral Tablet
Headache,may_be_treated_by,24 HR Naproxen 375 MG Extended Release Oral Tablet
Headache,may_be_treated_by,Naproxen 375 MG Delayed Release Oral Tablet
Headache,may_be_treated_by,Naproxen sodium 220 MG Oral Capsule
Headache,may_be_treated_by,24 HR Naproxen 500 MG Extended Release Oral Tablet
Headache,may_be_treated_by,Belladonna Alkaloids 0.27 MG/ML Topical Solution
Headache,may_be_treated_by,belladonna leaf extract
Headache,may_be_treated_by,SODIUM BENZOATE PWDR
Headache,may_be_treated_by,Phenylalanine 500 MG Oral Tablet
Headache,may_be_treated_by,Naproxen 25 MG/ML Oral Suspension
Headache,may_be_treated_by,Naproxen 500 MG Delayed Release Oral Tablet
Headache,may_be_treated_by,Meprobamate 200 MG Extended Release Oral Capsule
Headache,may_be_treated_by,Meprobamate 400 MG Extended Release Oral Capsule
Headache,may_be_treated_by,"belladonna extract, USP 0.3 MG/ML Topical Solution"
Headache,may_be_treated_by,"belladonna extract, USP 15 MG Oral Tablet"
Headache,may_be_treated_by,Belladonna Alkaloids 0.5 MG/ML Injectable Solution
Headache,may_be_treated_by,Belladonna Alkaloids 0.3 MG/ML Topical Solution
Headache,may_be_treated_by,Belladonna Alkaloids 0.25 MG Oral Tablet
Headache,may_be_treated_by,ACETANILIDE PWDR
Headache,may_be_treated_by,Acetylcholine Chloride 20 MG Injection
Headache,may_be_treated_by,Meprobamate 600 MG Oral Tablet
Headache,may_be_treated_by,24 HR Naproxen 750 MG Extended Release Oral Tablet
Headache,may_be_treated_by,Naproxen sodium 220 MG Oral Tablet
Headache,may_be_treated_by,Naproxen 250 MG Oral Tablet
Headache,may_be_treated_by,Naproxen 375 MG Oral Tablet
Headache,may_be_treated_by,Naproxen 500 MG Oral Tablet
Headache,may_be_treated_by,Meprobamate 200 MG Oral Tablet
Headache,may_be_treated_by,Meprobamate 400 MG Oral Tablet
Headache,may_be_treated_by,Naproxen sodium
Headache,may_be_treated_by,"belladonna extract, USP"
Headache,may_be_treated_by,Sodium Benzoate
Headache,may_be_treated_by,doxylamine succinate
Headache,may_be_treated_by,Acetylcholine Chloride
Headache,may_be_treated_by,butalbital
Headache,may_be_treated_by,Quercetin
Headache,may_be_treated_by,Phenylalanine
Headache,may_be_treated_by,Naproxen
Headache,may_be_treated_by,Meprobamate
Headache,may_be_treated_by,acetanilide
Headache,may_be_treated_by,Acetylcholine
Headache,may_be_treated_by,Belladonna Alkaloids
Headache,may_be_treated_by,Doxylamine
Headache,concept_in_subset,Pediatric Adverse Events Terminology
Headache,concept_in_subset,Pediatric Terminology
Headache,concept_in_subset,FDA Center For Devices and Radiological Health Terminology
Headache,concept_in_subset,Patient Problem Codes FDA CDRH
Headache,has_evaluation,Headaches:Find:Pt:^Patient:Ord:NDI
Headache,has_evaluation,Headache:Find:Pt:^Patient:Ord:MDS
Headache,definitional_manifestation_of,premenstrual headache syndrome
Headache,manifestation_of,"Ciliary Dyskinesia, Primary, 1, With Or Without Situs Inversus"
Headache,manifestation_of,"Erythrocytosis familial, 1"
Headache,manifestation_of,"DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION"
Headache,manifestation_of,"ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED (HERPES-SPECIFIC), SUSCEPTIBILITY TO, 7"
Headache,manifestation_of,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2"
Headache,manifestation_of,"POLYARTERITIS NODOSA, CHILDHOOD-ONSET"
Headache,manifestation_of,LEUKOENCEPHALOPATHY WITH ATAXIA
Headache,manifestation_of,PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2
Headache,manifestation_of,"HYPOMAGNESEMIA 6, RENAL"
Headache,manifestation_of,Brain calcification Rajab type
Headache,manifestation_of,Cavernous Hemangioma of Brain
Headache,manifestation_of,"AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED"
Headache,manifestation_of,"CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT (disorder)"
Headache,manifestation_of,"MIGRAINE WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 12"
Headache,manifestation_of,PARIETAL FORAMINA 1
Headache,manifestation_of,"Arteritis, Familial Granulomatous, with Juvenile Polyarthritis"
Headache,manifestation_of,Stormorken Syndrome
Headache,manifestation_of,"Episodic Ataxia, Type 3"
Headache,manifestation_of,"OSTEOPETROSIS, AUTOSOMAL DOMINANT 1"
Headache,manifestation_of,Sacral defect and anterior sacral meningocele
Headache,manifestation_of,"ERYTHROCYTOSIS, FAMILIAL, 2"
Headache,manifestation_of,"Enamel Hypoplasia, Cataracts, and Aqueductal Stenosis"
Headache,manifestation_of,"CHOREOATHETOSIS/SPASTICITY, EPISODIC"
Headache,manifestation_of,Episodic ataxia type 1
Headache,manifestation_of,Osteopathia striata cranial sclerosis
Headache,manifestation_of,Hyperimmunoglobulinemia D
Headache,manifestation_of,Sneddon Syndrome
Headache,manifestation_of,NADH cytochrome B5 reductase deficiency
Headache,manifestation_of,Choroid Plexus Papilloma
Headache,manifestation_of,Neurofibromatosis 2
Headache,manifestation_of,Camurati-Engelmann Syndrome
Headache,member_of,Neurological Disorders (PsycINFO Subcluster Term)
Headache,member_of,Symptomatology (PsycINFO Subcluster Term)
Headache,member_of,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Headache,defining_characteristic_of,Caregiver role strain
Headache,defining_characteristic_of,Post-trauma response
Headache,defining_characteristic_of,Constipation
Headache,used_for,control of headache by self regulation
Headache Disorders,inverse_isa,lupus headache
Headache Disorders,inverse_isa,drug-induced headache with intractable headache
Headache Disorders,inverse_isa,benign headache syndromes
Headache Disorders,inverse_isa,complicated headache syndromes
Headache Disorders,inverse_isa,New daily persistent headache
Headache Disorders,inverse_isa,short-lasting unilateral neuralgiform headache with conjunctival injection and tearing
Headache Disorders,inverse_isa,dialysis headache
Headache Disorders,inverse_isa,post-endarterectomy headache
Headache Disorders,inverse_isa,idiopathic carotidynia
Headache Disorders,inverse_isa,Trigeminal Autonomic Cephalalgias
Headache Disorders,inverse_isa,Paroxysmal Hemicrania
Headache Disorders,inverse_isa,non-migrainous vascular headache
Headache Disorders,inverse_isa,Cerebrospinal Fluid Rhinorrhea
Headache Disorders,inverse_isa,Cluster Headache
Headache Disorders,inverse_isa,Post-Traumatic Headache
Headache Disorders,inverse_isa,Tension Headache
Headache Disorders,inverse_isa,Migraine Disorders
Headache Disorders,inverse_isa,Allergic headache
Headache Disorders,inverse_isa,Lower half migraine
Headache Disorders,inverse_isa,Headache associated with sexual activity
Headache Disorders,has_definitional_manifestation,Headache
Headache Disorders,mapped_from,Headache
Migraine Disorders,inverse_isa,complicated migraine headache
Migraine Disorders,inverse_isa,migraine headache without intractable migraine without status migrainosus
Migraine Disorders,inverse_isa,migraine headache without intractable migraine with status migrainosus
Migraine Disorders,inverse_isa,migraine headache without intractable migraine
Migraine Disorders,inverse_isa,migraine headache with intractable migraine
Migraine Disorders,inverse_isa,migraine-triggered seizures with intractable migraine with status migrainosus
Migraine Disorders,inverse_isa,migraine headache with status migrainosus
Migraine Disorders,inverse_isa,persistent migraine aura without cerebral infarction
Migraine Disorders,inverse_isa,persistent migraine aura with cerebral infarction
Migraine Disorders,inverse_isa,Transformed migraine
Migraine Disorders,inverse_isa,"MIGRAINE, SPORADIC HEMIPLEGIC"
Migraine Disorders,inverse_isa,Migraine with Typical Aura
Migraine Disorders,inverse_isa,Migrainous infarction
Migraine Disorders,inverse_isa,Migraine variant with headache
Migraine Disorders,inverse_isa,Migraine Aura without Headache
Migraine Disorders,inverse_isa,Familial Hemiplegic Migraine
Migraine Disorders,inverse_isa,Status Migrainosus
Migraine Disorders,inverse_isa,Common Migraine
Migraine Disorders,inverse_isa,Basilar-Type Migraine
Migraine Disorders,inverse_isa,Hemiplegic migraine
Migraine Disorders,inverse_isa,Abdominal Migraine
Migraine Disorders,inverse_isa,Retinal migraine
Migraine Disorders,inverse_isa,Menstrual migraine
Migraine Disorders,inverse_isa,Ophthalmoplegic Migraine
Migraine Disorders,inverse_isa,Migraine with Aura
Migraine Disorders,has_definitional_manifestation,Headache
Migraine Disorders,nichd_parent_of,Hemicrania continua
Migraine Disorders,nichd_parent_of,Transformed migraine
Migraine Disorders,nichd_parent_of,"MIGRAINE, SPORADIC HEMIPLEGIC"
Migraine Disorders,nichd_parent_of,Migrainous infarction
Migraine Disorders,nichd_parent_of,Common Migraine
Migraine Disorders,nichd_parent_of,Status Migrainosus
Migraine Disorders,nichd_parent_of,Familial Hemiplegic Migraine
Migraine Disorders,nichd_parent_of,Basilar-Type Migraine
Migraine Disorders,nichd_parent_of,Migraine with Aura
Migraine Disorders,mapped_from,"Migraine, Familial Basilar"
Migraine Disorders,mapped_from,"Migraine, Familial Hemiplegic, 3"
Migraine Disorders,mapped_from,Stormorken Syndrome
Migraine Disorders,mapped_from,"Migraine, Familial Hemiplegic, 4"
Migraine Disorders,mapped_from,"Hemiplegic migraine, familial type 1"
Migraine Disorders,mapped_from,Migraine with Typical Aura
Migraine Disorders,mapped_from,ophthalmoplegic migraine; Moebius
Migraine Disorders,mapped_from,aura; migraine without aura
Migraine Disorders,mapped_from,Status Migrainosus
Migraine Disorders,mapped_from,Common Migraine
Migraine Disorders,mapped_from,Migraine with Prolonged Aura
Migraine Disorders,mapped_from,Abdominal Migraine
Migraine Disorders,mapped_from,Hemiplegic migraine
Migraine Disorders,mapped_from,Basilar-Type Migraine
Migraine Disorders,mapped_from,Retinal migraine
Migraine Disorders,mapped_from,migraine; equivalent
Migraine Disorders,mapped_from,Ophthalmoplegic Migraine
Migraine Disorders,mapped_from,Migraine with Aura
Migraine Disorders,mapped_from,Hemicrania migraine
Migraine Disorders,mapped_from,Vascular Headaches
Migraine Disorders,associated_with,migraine triggered seizures without intractable migraine without status migrainosus
Migraine Disorders,associated_with,persistent migraine aura with cerebral infarction with intractable migraine with status migrainosus
Migraine Disorders,associated_with,cyclic vomiting syndrome associated with migraine
Migraine Disorders,associated_with,Migraine-triggered seizure
Migraine Disorders,classifies,"Other forms of migraine, without mention of intractable migraine without mention of status migrainosus"
Migraine Disorders,classifies,"Variants of migraine, not elsewhere classified"
Migraine Disorders,classifies,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus"
Migraine Disorders,classifies,"Migraine with aura, with intractable migraine, so stated, without mention of status migrainosus"
Migraine Disorders,classifies,"Other forms of migraine, with intractable migraine, so stated, without mention of status migrainosus"
Migraine Disorders,classifies,"Migraine without aura, without mention of intractable migraine without mention of status migrainosus"
Migraine Disorders,classifies,"Variants of migraine, not elsewhere classified, without mention of intractable migraine without mention of status migrainosus"
Migraine Disorders,classifies,"Migraine without aura, with intractable migraine, so stated, without mention of status migrainosus"
Migraine Disorders,classifies,"Variants of migraine, not elsewhere classified, with intractable migraine, so stated, without mention of status migrainosus"
Migraine Disorders,classifies,Transformed migraine
Migraine Disorders,classifies,Acute migraine
Migraine Disorders,classifies,Confusional migraine
Migraine Disorders,classifies,Fulgurating migraine
Migraine Disorders,classifies,Other forms of migraine
Migraine Disorders,classifies,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus"
Migraine Disorders,classifies,"Variants of migraine with intractable migraine, so stated"
Migraine Disorders,classifies,Variants of migraine without mention of intractable migraine
Migraine Disorders,classifies,"Migraine, unspecified, with intractable migraine, so stated, without mention of status migrainosus"
Migraine Disorders,classifies,"Other forms of migraine with intractable migraine, so stated"
Migraine Disorders,classifies,Migraine with Prolonged Aura
Migraine Disorders,classifies,Common Migraine
Migraine Disorders,classifies,Menstrual migraine
Migraine Disorders,classifies,Migraine aggravated
Migraine Disorders,classifies,Migraine with Aura
Migraine Disorders,classifies,Cluster Headache
Migraine Disorders,classifies,Migraine Variant
Migraine Disorders,related_to,Headache
Migraine Disorders,answer_to,Have you ever been diagnosed by a physician or other health professional as suffering from:Find:Pt:^Patient:Ord:PhenX
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 8 MG/ML Auto-Injector
Migraine Disorders,may_be_treated_by,Sumatriptan 11 MG Nasal Powder
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 6 MG/ML Auto-Injector
Migraine Disorders,may_be_treated_by,Sumatriptan includes 12 MG/ML Auto-Injector & 6 MG Cartridge
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 12 MG/ML Auto-Injector
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 12 MG/ML Cartridge
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 8 MG/ML Jet Injector [Sumavel]
Migraine Disorders,may_be_treated_by,zolmitriptan 2.5 MG/ACTUAT Nasal Spray
Migraine Disorders,may_be_treated_by,4 HR Sumatriptan 1.63 MG/HR Transdermal System
Migraine Disorders,may_be_treated_by,onabotulinumtoxinA 200 UNT Injection
Migraine Disorders,may_be_treated_by,onabotulinumtoxinA
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 12 MG/ML Jet Injector [Sumavel]
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 8 MG/ML Cartridge
Migraine Disorders,may_be_treated_by,onabotulinumtoxinA 100 UNT Injection
Migraine Disorders,may_be_treated_by,zolmitriptan 5 MG/ACTUAT Nasal Spray
Migraine Disorders,may_be_treated_by,eletriptan 20 MG Oral Tablet
Migraine Disorders,may_be_treated_by,eletriptan 40 MG Oral Tablet
Migraine Disorders,may_be_treated_by,zolmitriptan 5 MG Disintegrating Oral Tablet
Migraine Disorders,may_be_treated_by,frovatriptan 2.5 MG Oral Tablet
Migraine Disorders,may_be_treated_by,Sumatriptan 25 MG Oral Tablet
Migraine Disorders,may_be_treated_by,Sumatriptan 20 MG/ACTUAT Nasal Spray
Migraine Disorders,may_be_treated_by,rizatriptan 10 MG Oral Tablet
Migraine Disorders,may_be_treated_by,naratriptan 2.5 MG Oral Tablet
Migraine Disorders,may_be_treated_by,0.5 ML Sumatriptan 12 MG/ML Injection
Migraine Disorders,may_be_treated_by,Sumatriptan 50 MG Oral Tablet
Migraine Disorders,may_be_treated_by,Sumatriptan 100 MG Oral Tablet
Migraine Disorders,may_be_treated_by,Sumatriptan 5 MG/ACTUAT Nasal Spray
Migraine Disorders,may_be_treated_by,rizatriptan 5 MG Disintegrating Oral Tablet
Migraine Disorders,may_be_treated_by,rizatriptan 5 MG Oral Tablet
Migraine Disorders,may_be_treated_by,rizatriptan 10 MG Disintegrating Oral Tablet
Migraine Disorders,may_be_treated_by,naratriptan 1 MG Oral Tablet
Migraine Disorders,may_be_treated_by,Ergotamine Tartrate 9 MG/ML Inhalant Solution
Migraine Disorders,may_be_treated_by,Dihydroergotamine Mesylate 0.5 MG/ACTUAT Nasal Spray
Migraine Disorders,may_be_treated_by,onabotulinumtoxinA 50 UNT Injection
Migraine Disorders,may_be_treated_by,almotriptan 12.5 MG Oral Tablet
Migraine Disorders,may_be_treated_by,almotriptan 6.25 MG Oral Tablet
Migraine Disorders,may_be_treated_by,zolmitriptan 2.5 MG Disintegrating Oral Tablet
Migraine Disorders,may_be_treated_by,Almotriptan malate
Migraine Disorders,may_be_treated_by,almotriptan
Migraine Disorders,may_be_treated_by,1 ML Dihydroergotamine Mesylate 1 MG/ML Injection
Migraine Disorders,may_be_treated_by,Rizatriptan benzoate
Migraine Disorders,may_be_treated_by,Naratriptan hydrochloride
Migraine Disorders,may_be_treated_by,eletriptan
Migraine Disorders,may_be_treated_by,frovatriptan
Migraine Disorders,may_be_treated_by,zolmitriptan 5 MG Oral Tablet
Migraine Disorders,may_be_treated_by,zolmitriptan 2.5 MG Oral Tablet
Migraine Disorders,may_be_treated_by,Ergotamine Tartrate 2 MG Sublingual Tablet
Migraine Disorders,may_be_treated_by,naratriptan
Migraine Disorders,may_be_treated_by,zolmitriptan
Migraine Disorders,may_be_treated_by,rizatriptan
Migraine Disorders,may_be_treated_by,Sumatriptan Succinate
Migraine Disorders,may_be_treated_by,Dihydroergotamine
Migraine Disorders,may_be_treated_by,Ergotamine
Migraine Disorders,may_be_treated_by,Sumatriptan
Migraine Disorders,may_be_prevented_by,Sprinkle 24 HR topiramate 200 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Sprinkle 24 HR topiramate 25 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Sprinkle 24 HR topiramate 100 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Sprinkle 24 HR topiramate 50 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,5 ML Valproic Acid 100 MG/ML Injection
Migraine Disorders,may_be_prevented_by,Sprinkle 24 HR topiramate 150 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 4.28 MG/ML Oral Solution
Migraine Disorders,may_be_prevented_by,24 HR topiramate 100 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,24 HR topiramate 200 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,24 HR topiramate 25 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,24 HR topiramate 50 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Valproic Acid 125 MG Delayed Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 80 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,Valproic Acid 250 MG Delayed Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Valproic Acid 50 MG/ML Oral Solution
Migraine Disorders,may_be_prevented_by,24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule
Migraine Disorders,may_be_prevented_by,24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule [InnoPran]
Migraine Disorders,may_be_prevented_by,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule [InnoPran]
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 10 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 80 MG Extended Release Oral Tablet
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 4 MG/ML Oral Solution
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 40 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 90 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 8 MG/ML Oral Solution
Migraine Disorders,may_be_prevented_by,Divalproex Sodium
Migraine Disorders,may_be_prevented_by,1 ML Propranolol Hydrochloride 1 MG/ML Injection
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 80 MG/ML Oral Solution
Migraine Disorders,may_be_prevented_by,topiramate 15 MG Oral Capsule [Topamax]
Migraine Disorders,may_be_prevented_by,topiramate 25 MG Oral Capsule [Topamax]
Migraine Disorders,may_be_prevented_by,topiramate 15 MG Oral Capsule
Migraine Disorders,may_be_prevented_by,topiramate 25 MG Oral Capsule
Migraine Disorders,may_be_prevented_by,topiramate 100 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,topiramate 200 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,topiramate 25 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,Valproic Acid 250 MG Oral Capsule
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 60 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride 20 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,topiramate 25 MG Oral Tablet [Topamax]
Migraine Disorders,may_be_prevented_by,topiramate 100 MG Oral Tablet [Topamax]
Migraine Disorders,may_be_prevented_by,topiramate 50 MG Oral Tablet
Migraine Disorders,may_be_prevented_by,topiramate 200 MG Oral Tablet [Topamax]
Migraine Disorders,may_be_prevented_by,topiramate 50 MG Oral Tablet [Topamax]
Migraine Disorders,may_be_prevented_by,Valproic Acid 500 MG Delayed Release Oral Capsule
Migraine Disorders,may_be_prevented_by,Propranolol Hydrochloride
Migraine Disorders,may_be_prevented_by,Propranolol
Migraine Disorders,may_be_prevented_by,Sodium Valproate
Migraine Disorders,may_be_prevented_by,Valproic Acid
Migraine Disorders,may_be_prevented_by,topiramate
Migraine Disorders,cause_of,migraine triggered seizures without intractable migraine
Migraine Disorders,concept_in_subset,Pediatric Adverse Events Terminology
Migraine Disorders,concept_in_subset,Pediatric Terminology
Migraine Disorders,manifestation_of,"Telangiectasia, Hereditary Hemorrhagic, Type 1"
Migraine Disorders,manifestation_of,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5"
Migraine Disorders,manifestation_of,Alpha-Methylacyl-CoA Racemase Deficiency
Migraine Disorders,manifestation_of,"EPISODIC ATAXIA, TYPE 6 (disorder)"
Migraine Disorders,manifestation_of,"MIGRAINE, FAMILIAL HEMIPLEGIC, 2"
Migraine Disorders,manifestation_of,"Migraine, Familial Hemiplegic, 3"
Migraine Disorders,manifestation_of,"Vasculopathy, Retinal, With Cerebral Leukodystrophy"
Migraine Disorders,manifestation_of,"Angiomatosis, diffuse corticomeningeal, of Divry and Van Bogaert"
Migraine Disorders,manifestation_of,"Telangiectasia, Hereditary Hemorrhagic, Type 4"
Migraine Disorders,manifestation_of,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis"
Migraine Disorders,manifestation_of,OSLER-RENDU-WEBER SYNDROME 2
Migraine Disorders,manifestation_of,"Hemiplegic migraine, familial type 1"
Migraine Disorders,manifestation_of,"CHOREOATHETOSIS/SPASTICITY, EPISODIC"
Migraine Disorders,manifestation_of,Episodic ataxia type 2 (disorder)
Migraine Disorders,manifestation_of,Facial Hemiatrophy
Migraine Disorders,member_of,Neurological Disorders (PsycINFO Subcluster Term)
Migraine Disorders,member_of,Physical & Psychosomatic Disorders (PsycINFO Subcluster Term)
Heel pain,inverse_isa,pain in right heel worse with first steps returns with increased time on feet
Heel pain,inverse_isa,pain in left heel worse with first steps returns with increased time on feet
Heel pain,inverse_isa,pain in left heel occurs at night
Heel pain,inverse_isa,pain in lateral right heel
Heel pain,inverse_isa,pain in right heel relieved by dangling feet
Heel pain,inverse_isa,pain in medial right heel
Heel pain,inverse_isa,pain in medial aspect of left heel
Heel pain,inverse_isa,pain in lateral aspect of left heel
Heel pain,inverse_isa,pain in right heel worse with foot elevation
Heel pain,inverse_isa,Pain in right heel
Heel pain,inverse_isa,Pain of left heel
Heel pain,inverse_isa,pain in right heel occurs at night
Heel pain,member_of,Tendinopathies and ligament disorders (SMQ)
Osteoarthritis of hip,inverse_isa,osteoarthritis of right hip
Osteoarthritis of hip,inverse_isa,osteoarthritis of both hips
Osteoarthritis of hip,inverse_isa,osteoarthritis of both hips resulting from hip dysplasia
Osteoarthritis of hip,inverse_isa,osteoarthritis of left hip
Osteoarthritis of hip,mapped_from,morbus; coxae senilis
Osteoarthritis of hip,mapped_from,post-traumatic; coxarthrosis
Osteoarthritis of hip,mapped_from,secondary; coxarthrosis
Osteoarthritis of hip,mapped_from,"coxarthrosis; secondary, bilateral"
Osteoarthritis of hip,mapped_from,primary; coxarthrosis
Osteoarthritis of hip,mapped_from,dysplastic; coxarthrosis
Osteoarthritis of hip,mapped_from,"Coxarthrosis resulting from dysplasia, bilateral"
Osteoarthritis of hip,mapped_from,"Post-traumatic coxarthrosis, bilateral"
Osteoarthritis of hip,mapped_from,"Primary coxarthrosis, bilateral"
Osteoarthritis of hip,manifestation_of,Familial Osteochondritis Dissecans
Osteoarthritis of hip,manifestation_of,Osteopetrosis Autosomal Dominant Type 2
Osteoarthritis of hip,manifestation_of,LOEYS-DIETZ SYNDROME 3
Osteoarthritis of hip,manifestation_of,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 3"
Osteoarthritis of hip,member_of,Arthritis (SMQ)
Osteoarthritis of hip,primary_mapped_from,"Osteoarthrosis, unspecified whether generalized or localized, pelvic region and thigh"
Hip joint pain,inverse_isa,hip pain varies in intensity
Hip joint pain,inverse_isa,joint pain hip worse upon awakening
Hip joint pain,inverse_isa,joint pain hip improved by activity
Hip joint pain,inverse_isa,arthralgia of right hip
Hip joint pain,inverse_isa,arthralgia of left hip
Hip joint pain,inverse_isa,"compression arthralgia of left pelvis, hip, or femor"
Hip joint pain,inverse_isa,"compression arthralgia of right pelvis, hip, or femur"
Hip joint pain,inverse_isa,Pain in right hip joint
Hip joint pain,inverse_isa,Pain of left hip joint
Hip joint pain,inverse_isa,hip joint pain causing inability to sleep
Hip joint pain,inverse_isa,hip joint pain increased during cold weather
Hip joint pain,inverse_isa,hip joint pain worse at night
Hip joint pain,inverse_isa,hip joint pain increased by
Hip joint pain,inverse_isa,hip joint pain worse when going up or down stairs
Hip joint pain,inverse_isa,hip joint pain improved by medication acetaminophen
Hip joint pain,inverse_isa,hip joint pain worse with squatting
Hip joint pain,inverse_isa,hip joint pain feels better after normal movement
Hip joint pain,inverse_isa,difficult to localize hip joint pain
Hip joint pain,inverse_isa,hip joint pain slowly worsening
